Timestamp,Tempo (ms),Tensão Bateria (V),Corrente Bateria (A),Tensão Resistor (V),Corrente Resistor (A),Potência Bateria (W),Potência Resistor (W),Capacidade Usada (mAh),Energia Total (mWh)
2025-06-18 15:07:45.917,112000.0,5.557,18.612,1.875,0.187,103.43,0.352,2137234.0,12393110.0
2025-06-18 15:07:49.865,113000.0,5.707,19.189,1.926,0.193,109.505,0.371,2156422.75,12502615.0
2025-06-18 15:07:53.990,114000.0,5.853,19.726,1.972,0.197,115.465,0.389,2176149.0,12618080.0
2025-06-18 15:07:57.834,115000.0,5.974,20.166,2.009,0.201,120.465,0.404,2196315.25,12738545.0
2025-06-18 15:08:01.863,116000.0,6.009,20.264,2.015,0.201,121.762,0.406,2216579.25,12860307.0
2025-06-18 15:08:05.939,117000.0,5.997,20.196,2.006,0.201,121.114,0.402,2236774.75,12981421.0
2025-06-18 15:08:09.805,118000.0,5.88,19.726,1.964,0.196,115.986,0.386,2256501.0,13097407.0
2025-06-18 15:08:13.816,119000.0,5.742,19.208,1.918,0.192,110.292,0.368,2275709.25,13207699.0
2025-06-18 15:08:18.158,120000.0,5.595,18.651,1.87,0.187,104.358,0.35,2294360.25,13312057.0
2025-06-18 15:08:23.602,121000.0,5.49,18.27,1.838,0.184,100.296,0.338,2312630.0,13412353.0
2025-06-18 15:08:28.782,122000.0,5.405,17.967,1.812,0.181,97.105,0.328,2330596.75,13509458.0
2025-06-18 15:08:32.986,123000.0,5.378,17.889,1.806,0.181,96.21,0.326,2348485.25,13605668.0
2025-06-18 15:08:37.534,124000.0,5.372,17.859,1.806,0.181,95.948,0.326,2366344.5,13701616.0
2025-06-18 15:08:41.835,125000.0,5.413,18.045,1.823,0.182,97.686,0.332,2384389.5,13799302.0
2025-06-18 15:08:46.172,126000.0,5.472,18.27,1.845,0.184,99.975,0.34,2402659.25,13899277.0
